Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3632,Odyssey Empires: Reborn,PS,2009.0,Role-Playing,Capcom,0.04,0.01,0.02,0.0,0.07
3633,Empire of Fairways 3,SNES,2004.0,Platform,2K Games,0.04,0.02,0.0,0.01,0.07
3634,Nations Skies: Revolution,GC,2013.0,Puzzle,Sega,0.03,0.02,0.01,0.01,0.07
3635,Age of Dragons: Next Gen,GBA,2003.0,Adventure,CD Projekt,0.03,0.02,0.01,0.01,0.07
3636,Heroes Glory: Origins,WiiU,2012.0,Shooter,,0.05,0.01,0.0,0.01,0.07
3637,Battle for Heroes: Next Gen,GB,2000.0,Action,Disney Interactive Studios,0.04,0.02,0.01,0.0,0.07
3638,Shadow of Depths III,PS2,2003.0,Action,Atari,0.02,0.03,0.01,0.01,0.07
3639,Empire of Valor,3DS,2012.0,Fighting,Konami Digital Entertainment,0.02,0.03,0.01,0.01,0.07
3640,Battle for Odyssey 3,PS4,2019.0,Sports,Capcom,0.04,0.02,0.0,0.01,0.07
3641,Kingdom of Nations Gold Edition,X360,2005.0,Adventure,Warner Bros. Interactive,0.04,0.02,0.01,0.0,0.07
3642,Honor Valor: Revolution,XB,2005.0,Sports,Take-Two Interactive,0.04,0.02,0.0,0.01,0.07
3643,Fall of Dragons: Revolution,GBA,2003.0,Simulation,Sega,0.03,0.02,0.01,0.01,0.07
3644,Chronicles of Heroes,N64,2006.0,Platform,Namco Bandai Games,0.02,0.01,0.01,0.03,0.07
3645,Conquest Fairways,PC,2003.0,Fighting,Bethesda Softworks,0.04,0.02,0.01,0.0,0.07
3646,Titans Honor: Origins,N64,2002.0,Racing,Microsoft Game Studios,0.02,0.03,0.01,0.01,0.07
3647,Tales of Valor: Revolution,DS,2011.0,Sports,Electronic Arts,0.04,0.02,0.0,0.01,0.07
3648,Legend of Warriors 3,WiiU,2012.0,Misc,Sega,0.03,0.02,0.01,0.01,0.07
3649,Battle for Skies: Origins,PC,2002.0,Role-Playing,,0.01,0.01,0.03,0.02,0.07
3650,Rise of Gridiron,PSV,2014.0,Puzzle,Epic Games,0.02,0.02,0.01,0.02,0.07
3651,Shadow of Depths III,PS2,2006.0,Adventure,Square Enix,0.03,0.02,0.01,0.01,0.07
3652,Empire of Warriors 2,GC,2009.0,Shooter,Activision,0.02,0.03,0.0,0.02,0.07
3653,World of Nations,PSV,2013.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.01,0.07
3654,World of Heroes,PS2,2008.0,Simulation,2K Games,0.03,0.02,0.01,0.01,0.07
3655,Empires Empires II,DS,2014.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.02,0.07
3656,Fury Destiny III,GC,2012.0,Platform,Warner Bros. Interactive,0.04,0.02,0.0,0.01,0.07
3657,Frontier Shadows 2,PS3,2007.0,Platform,Microsoft Game Studios,0.03,0.02,0.01,0.01,0.07
3658,Rise of Odyssey III,PS3,2006.0,Action,Warner Bros. Interactive,0.02,0.03,0.01,0.01,0.07
3659,Gridiron Conquest 3,X360,2017.0,Sports,Sega,0.03,0.03,0.0,0.01,0.07
3660,Realm of Heroes III,SNES,1999.0,Sports,Disney Interactive Studios,0.02,0.02,0.0,0.02,0.06
3661,World of Duty,PS,2001.0,Action,Atari,0.02,0.02,0.01,0.01,0.06
3662,Racing Stars Gridiron,XB,2007.0,Fighting,Microsoft Game Studios,0.02,0.02,0.01,0.01,0.06
3663,Fall of Shadows,GB,1997.0,Platform,CD Projekt,0.03,0.01,0.01,0.01,0.06
3664,Battle for Shadows: Reborn,PS4,2020.0,Shooter,Activision,0.04,0.01,0.0,0.01,0.06
3665,Battle for Storm: Remastered,GC,2012.0,Role-Playing,Nintendo,0.0,0.01,0.04,0.01,0.06
3666,Quest for Conquest II,PSP,2005.0,Shooter,Activision,0.04,0.01,0.0,0.01,0.06
3667,Destiny Legends III,WiiU,2016.0,Action,Sony Computer Entertainment,0.02,0.02,0.01,0.01,0.06
3668,Storm Empires,SNES,1999.0,Adventure,Namco Bandai Games,0.02,0.02,0.01,0.01,0.06
3669,Champions Dragons,N64,2004.0,Strategy,THQ,0.02,0.02,0.01,0.01,0.06
3670,Chronicles of Skies: Reborn,X360,2014.0,Racing,Capcom,0.04,0.01,0.0,0.01,0.06
3671,Duty Legends: Reborn,PSV,2019.0,Adventure,CD Projekt,0.04,0.02,0.0,0.0,0.06
3672,Age of Conquest: Next Gen,DS,2009.0,Simulation,Activision,0.01,0.02,0.02,0.01,0.06
3673,Empire of Destiny,GC,2005.0,Misc,Take-Two Interactive,0.03,0.02,0.01,0.0,0.06
3674,Saga of Gridiron Gold Edition,Switch,2020.0,Puzzle,Nintendo,0.02,0.02,0.01,0.01,0.06
3675,Racing Stars Valor: Next Gen,PS3,2012.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.01,0.06
3676,Rise of Honor 3,PSP,2013.0,Simulation,THQ,0.03,0.01,0.01,0.01,0.06
3677,Tales of Fairways 3,WiiU,2019.0,Platform,2K Games,0.03,0.02,0.01,0.0,0.06
3678,Fury Honor: Next Gen,Wii,2008.0,Platform,Nintendo,0.03,0.02,0.01,0.0,0.06
3679,Racing Stars Rebellion II,N64,1997.0,Fighting,Sony Computer Entertainment,0.04,0.01,0.01,0.0,0.06
3680,Tales of Destiny: Origins,GC,2001.0,Fighting,Epic Games,0.03,0.02,0.01,0.0,0.06
3681,Tales of Glory: Reborn,X360,2013.0,Racing,Warner Bros. Interactive,0.04,0.02,0.0,0.0,0.06
3682,Empires Titans III,3DS,2013.0,Adventure,Square Enix,0.03,0.02,0.0,0.01,0.06
3683,Realm of Skies III,PS,2003.0,Adventure,Sega,0.03,0.01,0.01,0.01,0.06
3684,Call of Rebellion: Next Gen,SNES,2005.0,Sports,Capcom,0.03,0.01,0.0,0.02,0.06
3685,Legend of Dragons 2,DS,2009.0,Adventure,Square Enix,0.02,0.03,0.0,0.01,0.06
3686,Quest for Heroes,GB,1999.0,Shooter,Sony Computer Entertainment,0.02,0.02,0.0,0.02,0.06
3687,Skies Legends: Origins,GB,1997.0,Action,Activision,0.02,0.01,0.02,0.01,0.06
3688,Realm of Fury Gold Edition,N64,2008.0,Puzzle,Take-Two Interactive,0.02,0.03,0.01,0.0,0.06
3689,Racing Stars Racing Stars: Origins,PS,1996.0,Shooter,Electronic Arts,0.04,0.01,0.0,0.01,0.06
3690,Frontier Warriors 2,SNES,2006.0,Action,2K Games,0.02,0.01,0.02,0.01,0.06
3691,Kingdom of Rebellion III,PC,1998.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.01,0.06
3692,Rebellion Rebellion: Next Gen,3DS,2018.0,Action,Konami Digital Entertainment,0.02,0.01,0.01,0.02,0.06
3693,Odyssey Racing Stars: Revolution,PSV,2013.0,Role-Playing,Square Enix,0.01,0.01,0.02,0.02,0.06
3694,Saga of Nations II,XOne,2015.0,Adventure,Square Enix,0.02,0.01,0.02,0.01,0.06
3695,Age of Dragons,GBA,2005.0,Fighting,,0.03,0.02,0.01,0.0,0.06
3696,Depths Titans,PS4,2013.0,Racing,Ubisoft,0.03,0.02,0.0,0.01,0.06
3697,Destiny Skies,PS2,2007.0,Fighting,Konami Digital Entertainment,0.02,0.02,0.01,0.01,0.06
3698,Tales of Warriors II,GB,2002.0,Fighting,Capcom,0.04,0.01,0.01,0.0,0.06
3699,Glory Duty III,XB,2009.0,Simulation,Sega,0.03,0.01,0.01,0.01,0.06
3700,Valor Odyssey: Next Gen,PSP,2005.0,Shooter,Electronic Arts,0.02,0.03,0.01,0.0,0.06
3701,Champions Destiny,XOne,2020.0,Action,Sony Computer Entertainment,0.03,0.01,0.01,0.01,0.06
3702,Empire of Skies,Wii,2010.0,Platform,Warner Bros. Interactive,0.02,0.01,0.02,0.01,0.06
3703,Storm Gridiron: Reborn,GB,1997.0,Adventure,CD Projekt,0.03,0.01,0.01,0.01,0.06
3704,Battle for Fury: Next Gen,Switch,2020.0,Platform,Namco Bandai Games,0.03,0.01,0.01,0.01,0.06
3705,Chronicles of Racing Stars: Origins,GBA,2006.0,Strategy,Atari,0.04,0.01,0.01,0.0,0.06
3706,Empire of Depths,XB,2010.0,Racing,Take-Two Interactive,0.03,0.02,0.0,0.01,0.06
3707,Call of Valor: Remastered,GBA,2003.0,Action,Nintendo,0.03,0.02,0.01,0.0,0.06
3708,Odyssey Fairways Gold Edition,PS2,2007.0,Shooter,Sony Computer Entertainment,0.04,0.01,0.0,0.01,0.06
3709,Age of Odyssey: Reborn,3DS,2018.0,Fighting,Bethesda Softworks,0.03,0.01,0.01,0.01,0.06
3710,Tales of Valor: Origins,WiiU,2017.0,Sports,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06
3711,Arena Depths: Reborn,SNES,1999.0,Puzzle,Nintendo,0.01,0.02,0.02,0.01,0.06
3712,Tales of Champions 2,DS,2010.0,Shooter,Electronic Arts,0.03,0.02,0.0,0.01,0.06
3713,Legends Nations: Reborn,WiiU,2015.0,Strategy,Warner Bros. Interactive,0.03,0.01,0.01,0.01,0.06
3714,Destiny Rebellion,GC,2008.0,Adventure,Atari,0.02,0.02,0.01,0.01,0.06
3715,Legend of Fairways 2,3DS,2015.0,Adventure,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
3716,Dragons Warriors II,DS,2011.0,Simulation,2K Games,0.02,0.03,0.01,0.0,0.06
3717,Titans Frontier: Next Gen,Switch,2018.0,Adventure,Electronic Arts,0.02,0.02,0.01,0.01,0.06
3718,Empires Destiny: Origins,3DS,,Shooter,Sony Computer Entertainment,0.02,0.02,0.01,0.01,0.06
3719,Glory Arena: Revolution,PSV,2017.0,Role-Playing,Ubisoft,0.01,0.01,0.03,0.01,0.06
3720,Skies Shadows Gold Edition,PS4,2013.0,Adventure,Warner Bros. Interactive,0.02,0.02,0.01,0.01,0.06
3721,Call of Gridiron: Origins,GB,1997.0,Role-Playing,Nintendo,0.01,0.01,0.03,0.01,0.06
3722,Heroes Glory III,GB,2005.0,Adventure,Electronic Arts,0.03,0.01,0.01,0.01,0.06
3723,Titans Storm 2,GB,2001.0,Shooter,THQ,0.04,0.01,0.01,0.0,0.06
3724,Champions Titans: Revolution,GC,2004.0,Puzzle,Electronic Arts,0.02,0.02,0.01,0.01,0.06
3725,World of Duty,GBA,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.02,0.06
3726,Titans Champions: Origins,GBA,2002.0,Action,Bethesda Softworks,0.04,0.01,0.0,0.01,0.06
3727,Chronicles of Glory: Revolution,PS3,2007.0,Action,Nintendo,0.01,0.02,0.01,0.02,0.06
3728,Titans Fairways III,SNES,1994.0,Role-Playing,Square Enix,0.01,0.02,0.02,0.01,0.06
3729,Glory Empires,PS,2008.0,Action,Electronic Arts,0.01,0.03,0.01,0.01,0.06
3730,Storm Duty II,XB,2004.0,Fighting,Ubisoft,0.01,0.02,0.01,0.02,0.06
3731,Realm of Legends 2,3DS,2013.0,Adventure,Take-Two Interactive,0.03,0.01,0.01,0.01,0.06
3732,Empires Conquest 2,N64,2001.0,Role-Playing,Activision,0.03,0.01,0.02,0.0,0.06
3733,Heroes Racing Stars III,3DS,2011.0,Puzzle,CD Projekt,0.02,0.02,0.01,0.01,0.06
3734,Quest for Duty: Origins,3DS,2017.0,Action,Activision,0.03,0.02,0.0,0.01,0.06
3735,Empire of Glory III,PS3,2014.0,Sports,Sega,0.05,0.01,0.0,0.0,0.06
3736,Kingdom of Gridiron: Revolution,Wii,2016.0,Shooter,Capcom,0.02,0.02,0.01,0.01,0.06
3737,Call of Titans: Reborn,XB,2001.0,Strategy,Activision,0.04,0.02,0.0,0.0,0.06
3738,Glory Depths 3,3DS,2011.0,Action,Microsoft Game Studios,0.04,0.01,0.01,0.0,0.06
3739,Fairways Storm 2,X360,,Adventure,Atari,0.04,0.02,0.0,0.0,0.06
3740,Frontier Shadows III,GC,2011.0,Shooter,Epic Games,0.02,0.03,0.0,0.01,0.06
3741,Legend of Odyssey,WiiU,2013.0,Action,Capcom,0.03,0.02,0.01,0.0,0.06
3742,Nations Storm: Reborn,WiiU,2012.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.01,0.06
3743,Destiny Storm: Origins,3DS,2014.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.03,0.01,0.06
3744,Empire of Dragons: Remastered,GC,2011.0,Strategy,Ubisoft,0.02,0.02,0.01,0.01,0.06
3745,Skies Warriors Gold Edition,XOne,2013.0,Adventure,Disney Interactive Studios,0.03,0.01,0.01,0.01,0.06
3746,Realm of Racing Stars 3,Wii,2006.0,Action,Activision,0.01,0.01,0.03,0.01,0.06
3747,Rebellion Warriors: Origins,N64,2002.0,Strategy,Namco Bandai Games,0.01,0.02,0.02,0.01,0.06
3748,Heroes Fury,XB,2002.0,Puzzle,Konami Digital Entertainment,0.02,0.03,0.01,0.0,0.06
3749,Call of Dragons 2,X360,2015.0,Action,Epic Games,0.03,0.02,0.0,0.01,0.06
3750,Tales of Depths: Remastered,XB,2010.0,Puzzle,Atari,0.02,0.03,0.01,0.0,0.06
3751,Kingdom of Fairways III,PSP,2008.0,Shooter,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.06
3752,Fury Skies 2,GBA,2008.0,Strategy,Disney Interactive Studios,0.02,0.02,0.01,0.01,0.06
3753,Nations Legends II,XOne,2015.0,Sports,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
3754,Destiny Racing Stars: Remastered,N64,,Adventure,Electronic Arts,0.03,0.02,0.0,0.01,0.06
3755,Valor Empires II,PC,2002.0,Strategy,Microsoft Game Studios,0.04,0.01,0.01,0.0,0.06
3756,Realm of Racing Stars 3,X360,2016.0,Adventure,Square Enix,0.02,0.03,0.01,0.0,0.06
3757,Empire of Odyssey,GB,2001.0,Shooter,Activision,0.04,0.01,0.01,0.0,0.06
3758,Rise of Dragons: Revolution,DS,2006.0,Platform,Disney Interactive Studios,0.02,0.01,0.01,0.02,0.06
3759,Legend of Duty: Revolution,X360,2008.0,Racing,Bethesda Softworks,0.04,0.02,0.0,0.0,0.06
3760,Arena Champions 3,X360,2007.0,Strategy,Ubisoft,0.04,0.01,0.01,0.0,0.06
3761,Rebellion Dragons,XOne,2015.0,Role-Playing,Sega,0.02,0.02,0.02,0.0,0.06
3762,Realm of Racing Stars: Next Gen,XOne,2018.0,Fighting,Sega,0.03,0.01,0.01,0.01,0.06
3763,Saga of Titans,GBA,2007.0,Shooter,Activision,0.04,0.02,0.0,0.0,0.06
3764,Shadow of Odyssey: Next Gen,PSP,2012.0,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.02,0.06
3765,Heroes Titans: Revolution,DS,2008.0,Role-Playing,THQ,0.01,0.02,0.02,0.01,0.06
3766,Dragons Shadows 2,PS4,2018.0,Platform,Microsoft Game Studios,0.03,0.01,0.01,0.01,0.06
3767,Realm of Valor 3,PC,1995.0,Role-Playing,Square Enix,0.02,0.02,0.02,0.0,0.06
3768,Quest for Storm,GBA,2006.0,Strategy,Atari,0.03,0.02,0.0,0.01,0.06
3769,Empire of Heroes: Revolution,PS2,2003.0,Adventure,2K Games,0.04,0.01,0.0,0.01,0.06
3770,Skies Empires: Remastered,GBA,2009.0,Adventure,Take-Two Interactive,0.01,0.02,0.02,0.01,0.06
3771,Quest for Valor: Remastered,GC,2011.0,Puzzle,Namco Bandai Games,0.03,0.01,0.02,0.0,0.06
3772,Champions Heroes: Remastered,Switch,2017.0,Strategy,THQ,0.02,0.02,0.01,0.01,0.06
3773,Saga of Glory,PC,1997.0,Misc,Microsoft Game Studios,0.01,0.03,0.01,0.01,0.06
3774,Dragons Nations: Origins,PS4,2020.0,Platform,Konami Digital Entertainment,0.02,0.02,0.01,0.01,0.06
3775,Skies Odyssey: Origins,XB,2009.0,Adventure,Atari,0.03,0.01,0.01,0.01,0.06
3776,Age of Empires: Origins,SNES,1997.0,Simulation,Disney Interactive Studios,0.03,0.02,0.01,0.0,0.06
3777,Battle for Fury: Next Gen,GB,2002.0,Puzzle,Microsoft Game Studios,0.02,0.02,0.01,0.01,0.06
3778,Rebellion Titans,Switch,2018.0,Simulation,Warner Bros. Interactive,0.05,0.01,0.0,0.0,0.06
3779,Chronicles of Depths,3DS,2019.0,Misc,THQ,0.01,0.02,0.01,0.02,0.06
3780,Valor Dragons: Next Gen,GBA,2009.0,Puzzle,Microsoft Game Studios,0.04,0.0,0.01,0.01,0.06
3781,Empire of Rebellion,DS,2012.0,Simulation,2K Games,0.03,0.02,0.01,0.0,0.06
3782,Titans Honor: Remastered,GC,2001.0,Platform,Nintendo,0.03,0.02,0.0,0.01,0.06
3783,Heroes Storm: Origins,DS,2004.0,Action,Take-Two Interactive,0.03,0.02,0.0,0.01,0.06
3784,Warriors Warriors 3,PC,1998.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.01,0.06
3785,Age of Storm: Reborn,PS2,2006.0,Adventure,Capcom,0.03,0.01,0.01,0.01,0.06
3786,Fury Conquest Gold Edition,WiiU,2020.0,Platform,Atari,0.02,0.03,0.0,0.01,0.06
3787,Shadow of Skies: Revolution,PS3,2011.0,Racing,Warner Bros. Interactive,0.02,0.02,0.01,0.01,0.06
3788,Gridiron Valor: Reborn,XB,2003.0,Action,Nintendo,0.04,0.01,0.01,0.0,0.06
3789,Destiny Frontier,WiiU,2020.0,Puzzle,Take-Two Interactive,0.02,0.03,0.0,0.01,0.06
3790,World of Skies,PC,1995.0,Sports,Electronic Arts,0.03,0.02,0.0,0.01,0.06
3791,Legend of Honor: Next Gen,PS4,2014.0,Sports,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
3792,Shadows Valor 3,Switch,2019.0,Adventure,Sony Computer Entertainment,0.02,0.02,0.01,0.01,0.06
3793,Shadow of Odyssey: Reborn,X360,2006.0,Action,Nintendo,0.03,0.01,0.01,0.01,0.06
3794,Call of Skies: Next Gen,PSV,2014.0,Role-Playing,Konami Digital Entertainment,0.02,0.02,0.01,0.01,0.06
3795,Quest for Skies 3,PC,2002.0,Sports,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
3796,Age of Champions: Remastered,PS4,2017.0,Platform,Sony Computer Entertainment,0.01,0.01,0.01,0.03,0.06
3797,Storm Honor: Reborn,XB,2010.0,Puzzle,2K Games,0.03,0.02,0.01,0.0,0.06
3798,Kingdom of Skies: Origins,WiiU,2017.0,Adventure,Sony Computer Entertainment,0.01,0.02,0.01,0.02,0.06
3799,Titans Heroes 3,DS,2007.0,Action,Sega,0.03,0.02,0.01,0.0,0.06
3800,Racing Stars Titans,PS3,2011.0,Role-Playing,Square Enix,0.02,0.02,0.02,0.0,0.06
3801,Storm Champions,SNES,2004.0,Role-Playing,Square Enix,0.0,0.01,0.03,0.02,0.06
3802,Glory Destiny: Next Gen,XB,2002.0,Adventure,Sega,0.01,0.04,0.0,0.01,0.06
3803,World of Storm: Reborn,GB,2000.0,Shooter,Atari,0.02,0.02,0.0,0.02,0.06
3804,Arena Gridiron III,N64,2007.0,Shooter,Nintendo,0.03,0.02,0.0,0.01,0.06
3805,Age of Glory: Remastered,XB,2003.0,Puzzle,Nintendo,0.02,0.02,0.01,0.01,0.06
3806,Age of Titans,DS,2010.0,Racing,Take-Two Interactive,0.02,0.02,0.01,0.01,0.06
3807,Quest for Fairways III,Wii,2008.0,Fighting,Ubisoft,0.02,0.03,0.01,0.0,0.06
3808,Duty Depths 3,PS,2001.0,Puzzle,2K Games,0.02,0.02,0.01,0.01,0.06
3809,Storm Storm III,XOne,2015.0,Strategy,THQ,0.01,0.02,0.01,0.02,0.06
3810,Skies Destiny,PSP,2014.0,Misc,Sony Computer Entertainment,0.03,0.01,0.01,0.01,0.06
3811,Conquest Destiny: Origins,PS2,2001.0,Fighting,Sony Computer Entertainment,0.02,0.03,0.0,0.01,0.06
3812,Warriors Nations: Next Gen,PS2,2003.0,Action,Namco Bandai Games,0.03,0.01,0.01,0.01,0.06
3813,Chronicles of Shadows III,PS,1998.0,Shooter,Electronic Arts,0.04,0.01,0.0,0.01,0.06
3814,Age of Rebellion,GC,2001.0,Fighting,THQ,0.04,0.01,0.0,0.01,0.06
3815,Rise of Honor,PSV,2017.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.02,0.06
3816,Honor Conquest 3,PS2,2006.0,Role-Playing,Square Enix,0.0,0.02,0.03,0.01,0.06
3817,Kingdom of Depths,3DS,2011.0,Platform,2K Games,0.03,0.01,0.01,0.01,0.06
3818,Quest for Champions,WiiU,2018.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
3819,Shadows Storm 3,DS,2006.0,Shooter,Square Enix,0.02,0.02,0.01,0.01,0.06
3820,Legend of Honor: Next Gen,SNES,,Simulation,Disney Interactive Studios,0.02,0.01,0.02,0.01,0.06
3821,Fall of Empires: Remastered,PS,2001.0,Role-Playing,Square Enix,0.01,0.03,0.01,0.01,0.06
3822,Racing Stars Conquest: Origins,X360,2010.0,Adventure,CD Projekt,0.04,0.01,0.01,0.0,0.06
3823,Honor Warriors: Revolution,PS3,2012.0,Adventure,CD Projekt,0.02,0.02,0.01,0.01,0.06
3824,Call of Warriors: Remastered,Wii,2008.0,Action,Bethesda Softworks,0.02,0.02,0.01,0.01,0.06
3825,Age of Depths: Next Gen,XB,2008.0,Racing,2K Games,0.03,0.02,0.0,0.01,0.06
3826,Fairways Titans: Reborn,PS4,2015.0,Shooter,Warner Bros. Interactive,0.04,0.01,0.0,0.01,0.06
3827,Quest for Fairways: Next Gen,N64,2004.0,Puzzle,Capcom,0.02,0.01,0.02,0.01,0.06
3828,Honor Fury,PS3,2010.0,Adventure,Capcom,0.02,0.02,0.01,0.01,0.06
3829,Legend of Honor,SNES,1996.0,Sports,Konami Digital Entertainment,0.02,0.02,0.01,0.01,0.06
3830,Arena Valor: Reborn,XOne,2020.0,Role-Playing,Sega,0.03,0.0,0.02,0.01,0.06
3831,World of Heroes: Next Gen,GC,2010.0,Simulation,Warner Bros. Interactive,0.03,0.01,0.01,0.01,0.06
3832,World of Skies Gold Edition,GBA,2002.0,Strategy,Atari,0.03,0.01,0.01,0.01,0.06
3833,Empires Gridiron: Reborn,PSV,2015.0,Strategy,2K Games,0.01,0.03,0.01,0.01,0.06
3834,Kingdom of Conquest,PC,1995.0,Platform,THQ,0.03,0.02,0.01,0.0,0.06
3835,Chronicles of Skies: Reborn,SNES,1994.0,Platform,Sega,0.04,0.0,0.02,0.0,0.06
3836,Tales of Glory Gold Edition,PS4,2016.0,Fighting,Capcom,0.02,0.02,0.02,0.0,0.06
3837,Heroes Fury,PS3,2011.0,Racing,CD Projekt,0.04,0.01,0.0,0.01,0.06
3838,Rise of Fury: Next Gen,PS2,2008.0,Simulation,Disney Interactive Studios,0.02,0.02,0.01,0.01,0.06
3839,World of Heroes,PSV,2011.0,Fighting,Atari,0.03,0.02,0.01,0.0,0.06
3840,Titans Depths: Remastered,X360,2011.0,Adventure,Square Enix,0.02,0.02,0.01,0.01,0.06
3841,Nations Frontier Gold Edition,PS,1996.0,Platform,2K Games,0.01,0.02,0.01,0.02,0.06
3842,Rebellion Racing Stars II,PSP,2007.0,Puzzle,Microsoft Game Studios,0.02,0.03,0.01,0.0,0.06
3843,Warriors Gridiron Gold Edition,Switch,2018.0,Simulation,2K Games,0.03,0.01,0.01,0.01,0.06
3844,Chronicles of Legends,PSV,2015.0,Platform,Namco Bandai Games,0.02,0.03,0.0,0.01,0.06
3845,World of Gridiron: Next Gen,GBA,2008.0,Misc,Namco Bandai Games,0.02,0.01,0.02,0.01,0.06
3846,Heroes Shadows: Remastered,PSV,2011.0,Sports,Bethesda Softworks,0.04,0.01,0.0,0.01,0.06
3847,Call of Nations: Remastered,PS4,2019.0,Misc,THQ,0.02,0.02,0.01,0.01,0.06
3848,Chronicles of Legends: Reborn,DS,2014.0,Sports,Atari,0.05,0.01,0.0,0.0,0.06
3849,Depths Rebellion: Remastered,PSP,2015.0,Fighting,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
3850,Arena Dragons 3,Wii,2015.0,Misc,Square Enix,0.04,0.01,0.01,0.0,0.06
3851,World of Frontier 2,XB,2002.0,Platform,Electronic Arts,0.02,0.02,0.01,0.01,0.06
3852,Battle for Duty II,GB,2001.0,Fighting,Microsoft Game Studios,0.02,0.02,0.01,0.01,0.06
3853,Chronicles of Odyssey Gold Edition,Wii,2013.0,Adventure,Electronic Arts,0.03,0.01,0.01,0.01,0.06
3854,Nations Conquest,Wii,2014.0,Role-Playing,CD Projekt,0.02,0.01,0.03,0.0,0.06
3855,Fall of Arena: Reborn,DS,2005.0,Role-Playing,Microsoft Game Studios,0.03,0.02,0.01,0.0,0.06
3856,Age of Valor 3,GBA,2005.0,Misc,2K Games,0.02,0.02,0.01,0.01,0.06
3857,Duty Odyssey: Revolution,DS,2008.0,Fighting,Capcom,0.03,0.02,0.01,0.0,0.06
3858,Odyssey Glory,N64,2008.0,Simulation,Namco Bandai Games,0.02,0.01,0.02,0.01,0.06
3859,Age of Valor: Revolution,PSV,2014.0,Shooter,Take-Two Interactive,0.04,0.01,0.0,0.01,0.06
3860,Empire of Legends,PS,1999.0,Role-Playing,Capcom,0.02,0.02,0.02,0.0,0.06
3861,Quest for Racing Stars,PS,2006.0,Sports,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
3862,Age of Racing Stars 2,Wii,2015.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.01,0.06
3863,Destiny Duty: Remastered,3DS,2018.0,Role-Playing,CD Projekt,0.02,0.01,0.02,0.01,0.06
3864,Age of Dragons III,N64,2003.0,Simulation,2K Games,0.02,0.03,0.01,0.0,0.06
3865,Fall of Storm 2,GB,2005.0,Fighting,Konami Digital Entertainment,0.03,0.01,0.01,0.01,0.06
3866,Glory Valor III,PSV,2020.0,Misc,,0.02,0.01,0.01,0.02,0.06
3867,Empire of Legends,XOne,2019.0,Shooter,Sega,0.04,0.02,0.0,0.0,0.06
3868,Frontier Shadows: Revolution,PSP,2008.0,Platform,THQ,0.03,0.02,0.01,0.0,0.06
3869,Saga of Frontier II,XB,2007.0,Action,Ubisoft,0.03,0.02,0.0,0.01,0.06
3870,Kingdom of Valor,PS,,Misc,2K Games,0.02,0.02,0.01,0.01,0.06
3871,Age of Duty 2,GC,2009.0,Adventure,CD Projekt,0.03,0.02,0.01,0.0,0.06
3872,Rise of Nations 3,PS,2009.0,Adventure,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06
3873,Rise of Destiny II,DS,2009.0,Role-Playing,Nintendo,0.01,0.02,0.02,0.01,0.06
3874,Shadow of Champions,SNES,2005.0,Strategy,Microsoft Game Studios,0.04,0.02,0.0,0.0,0.06
3875,Rise of Shadows: Origins,XB,2005.0,Misc,THQ,0.03,0.02,0.0,0.01,0.06
3876,Duty Nations: Next Gen,GC,2013.0,Sports,Nintendo,0.03,0.02,0.0,0.01,0.06
3877,Nations Glory III,PSP,2005.0,Puzzle,Take-Two Interactive,0.03,0.02,0.0,0.01,0.06
3878,Kingdom of Arena: Reborn,XOne,2015.0,Shooter,Warner Bros. Interactive,0.03,0.02,0.0,0.01,0.06
3879,Legend of Storm,PS4,2017.0,Sports,Ubisoft,0.03,0.03,0.0,0.0,0.06
3880,Heroes Skies: Reborn,GBA,2001.0,Sports,Atari,0.02,0.03,0.0,0.01,0.06
3881,Titans Empires,PS2,2007.0,Misc,Microsoft Game Studios,0.02,0.03,0.01,0.0,0.06
3882,Chronicles of Racing Stars: Remastered,GB,2002.0,Role-Playing,THQ,0.03,0.0,0.03,0.0,0.06
3883,Age of Storm,XOne,2018.0,Action,Atari,0.01,0.02,0.02,0.01,0.06
